Step,Speed (m/s),Acceleration (m/s^2),Fuel HBEFA (mg)
981,19.437,1.434,32.96
982,19.457,1.917,40.814
983,19.476,1.928,41.027
984,19.502,2.586,51.747
985,19.516,1.44,33.191
986,19.537,2.078,43.596
987,19.553,1.634,36.411
988,19.576,2.256,46.582
989,19.602,2.578,51.887
990,19.627,2.489,50.51
991,19.642,1.566,35.472
992,19.656,1.381,32.471
993,19.677,2.107,44.385
994,19.697,2.014,42.92
995,19.719,2.225,46.426
996,19.739,1.925,41.547
997,19.762,2.341,48.433
998,19.781,1.855,40.49
999,19.8,1.958,42.234
1000,19.819,1.911,41.493
1001,19.844,2.492,51.127
1002,19.866,2.142,45.403
1003,19.89,2.412,49.938
1004,19.908,1.784,39.575
1005,19.932,2.43,50.338
1006,19.955,2.296,48.175
1007,19.973,1.815,40.229
1008,19.988,1.47,34.538
1009,20.002,1.453,34.276
1010,20.022,1.942,42.445
1011,20.046,2.455,51.056
1012,20.062,1.53,35.665
1013,20.082,2.029,44.037
1014,20.098,1.599,36.894
1015,20.12,2.252,47.854
1016,20.146,2.544,52.801
1017,20.162,1.602,37.061
1018,20.178,1.594,36.955
1019,20.193,1.542,36.112
1020,20.215,2.194,47.117
1021,20.232,1.659,38.152
1022,20.246,1.394,33.726
1023,20.271,2.526,52.835
1024,20.293,2.175,46.982
1025,20.309,1.66,38.319
1026,20.333,2.424,51.294
1027,20.349,1.53,36.207
1028,20.375,2.592,54.235
1029,20.396,2.17,47.142
1030,20.412,1.553,36.715
1031,20.435,2.328,49.916
1032,20.452,1.695,39.201
1033,20.476,2.374,50.806
1034,20.494,1.812,41.277
1035,20.51,1.643,38.426
1036,20.533,2.236,48.601
1037,20.556,2.31,49.927
1038,20.569,1.332,33.227
1039,20.592,2.232,48.674
1040,20.605,1.395,34.365
1041,20.625,1.983,44.489
1042,20.648,2.292,49.854
1043,20.671,2.311,50.233
1044,20.688,1.658,39.046
1045,20.707,1.911,43.43
1046,20.722,1.517,36.677
1047,20.735,1.311,33.163
1048,20.758,2.27,49.74
1049,20.777,1.849,42.514
1050,20.79,1.394,34.687
1051,20.804,1.383,34.518
1052,20.83,2.587,55.409
1053,20.847,1.729,40.587
1054,20.866,1.87,43.073
1055,20.89,2.374,51.889
1056,20.908,1.852,42.855
1057,20.93,2.205,49.049
1058,20.948,1.712,40.51
1059,20.97,2.195,48.962
1060,20.992,2.293,50.732
1061,21.009,1.628,39.155
1062,21.026,1.764,41.576
1063,21.042,1.602,38.771
1064,21.057,1.434,35.861
1065,21.082,2.506,54.69
1066,21.105,2.342,51.889
1067,21.126,2.122,48.079
1068,21.142,1.573,38.472
1069,21.159,1.722,41.118
1070,21.18,2.02,46.415
1071,21.205,2.591,56.536
1072,21.225,1.917,44.699
1073,21.243,1.792,42.529
1074,21.265,2.237,50.44
1075,21.283,1.805,42.845
1076,21.304,2.147,48.952
1077,21.32,1.583,38.992
1078,21.342,2.204,50.049
1079,21.364,2.148,49.108
1080,21.381,1.747,42.024
1081,21.402,2.087,48.114
1082,21.427,2.48,55.182
1083,21.45,2.324,52.457
1084,21.464,1.333,34.81
1085,21.477,1.308,34.395
1086,21.494,1.69,41.249
1087,21.518,2.434,54.599
1088,21.541,2.292,52.113
1089,21.556,1.544,38.75
1090,21.575,1.919,45.513
1091,21.598,2.269,51.852
1092,21.624,2.561,57.169
1093,21.647,2.348,53.399
1094,21.668,2.098,48.964
1095,21.688,1.939,46.142
1096,21.711,2.319,53.038
1097,21.729,1.867,44.938
1098,21.743,1.399,36.504
1099,21.765,2.167,50.441
1100,21.791,2.571,57.822
1101,21.813,2.23,51.701
1102,21.827,1.424,37.103
1103,21.841,1.391,36.53
1104,21.855,1.415,36.994
1105,21.877,2.156,50.515
1106,21.902,2.533,57.449
1107,21.926,2.328,53.767
1108,21.951,2.529,57.513
1109,21.974,2.292,53.243
1110,21.988,1.467,38.198
1111,22.011,2.225,52.106
1112,22.031,2.052,49.001
1113,22.055,2.4,55.426
1114,22.073,1.774,43.987
1115,22.095,2.207,51.999
1116,22.118,2.263,53.074
1117,22.132,1.486,38.815
1118,22.149,1.642,41.72
1119,22.163,1.384,37.005
1120,22.188,2.54,58.366
1121,22.204,1.6,41.072
1122,22.218,1.38,37.025
1123,22.241,2.26,53.34
1124,22.263,2.249,53.199
1125,22.283,1.968,48.035
1126,22.3,1.773,44.461
1127,22.32,1.953,47.851
1128,22.334,1.403,37.663
1129,22.355,2.122,51.074
1130,22.372,1.65,42.338
1131,22.393,2.116,51.044
1132,22.408,1.518,39.945
1133,22.422,1.418,38.118
1134,22.448,2.554,59.359
1135,22.461,1.329,36.533
1136,22.479,1.749,44.402
1137,22.496,1.74,44.274
1138,22.51,1.4,37.944
1139,22.53,2.049,50.131
1140,22.544,1.398,37.962
1141,22.561,1.679,43.278
1142,22.582,2.106,51.339
1143,22.598,1.545,40.824
1144,22.611,1.373,37.625
1145,22.632,2.083,51.025
1146,22.654,2.158,52.486
1147,22.674,1.969,48.974
1148,22.69,1.618,42.395
1149,22.713,2.373,56.709
1150,22.739,2.563,60.364
1151,22.759,2.016,50.063
1152,22.775,1.61,42.412
1153,22.795,1.932,48.555
1154,22.811,1.622,42.717
1155,22.827,1.661,43.502
1156,22.842,1.477,40.039
1157,22.86,1.764,45.513
1158,22.877,1.753,45.345
1159,22.893,1.546,41.438
1160,22.918,2.461,58.935
1161,22.937,1.956,49.353
1162,22.961,2.44,58.652
1163,22.982,2.082,51.871
1164,23.001,1.921,48.844
1165,23.027,2.566,61.251
1166,23.05,2.264,55.512
1167,23.073,2.271,55.708
1168,23.088,1.57,42.306
1169,23.109,2.101,52.542
1170,23.135,2.555,61.335
1171,23.154,1.881,48.417
1172,23.167,1.323,37.696
1173,23.181,1.408,39.362
1174,23.198,1.717,45.369
1175,23.215,1.726,45.569
1176,23.234,1.869,48.381
1177,23.256,2.164,54.131
1178,23.279,2.375,58.28
1179,23.3,2.038,51.809
1180,23.313,1.35,38.502
1181,23.338,2.471,60.288
1182,23.359,2.145,54.023
1183,23.373,1.339,38.391
1184,23.396,2.359,58.286
1185,23.415,1.822,47.869
1186,23.433,1.861,48.68
1187,23.459,2.552,62.222
1188,23.478,1.912,49.779
1189,23.503,2.467,60.674
1190,23.525,2.236,56.227
1191,23.542,1.723,46.226
1192,23.564,2.164,54.919
1193,23.58,1.603,43.963
1194,23.597,1.76,47.083
1195,23.614,1.651,44.972
1196,23.634,2.039,52.651
1197,23.647,1.301,38.161
1198,23.665,1.791,47.844
1199,23.681,1.571,43.537
1200,23.701,2.005,52.131
1201,23.721,1.967,51.444
1202,23.744,2.288,57.823
1203,23.766,2.227,56.678
1204,23.781,1.485,42.056
1205,23.8,1.938,51.06
1206,23.823,2.299,58.266
1207,23.84,1.655,45.534
1208,23.862,2.203,56.447
1209,23.879,1.78,48.098
1210,23.901,2.15,55.503
1211,23.921,1.998,52.542
1212,23.942,2.086,54.335
1213,23.967,2.488,62.405
1214,23.982,1.562,43.997
1215,23.998,1.564,44.069
1216,24.023,2.511,63.033
1217,24.045,2.16,56.074
1218,24.062,1.692,46.766
1219,24.077,1.585,44.646
1220,24.092,1.437,41.718
1221,24.115,2.345,59.976
1222,24.131,1.61,45.257
1223,24.154,2.295,59.064
1224,24.171,1.677,46.699
1225,24.185,1.355,40.243
1226,24.209,2.464,62.611
1227,24.231,2.223,57.821
1228,24.251,1.909,51.553
1229,24.267,1.679,46.956
1230,24.292,2.494,63.469
1231,24.317,2.513,63.923
1232,24.339,2.172,57.09
1233,24.358,1.937,52.378
1234,24.378,1.921,52.087
1235,24.4,2.221,58.232
1236,24.422,2.257,59.035
1237,24.448,2.543,64.91
1238,24.464,1.653,46.859
1239,24.486,2.202,58.084
1240,24.509,2.259,59.291
1241,24.534,2.52,64.682
1242,24.551,1.714,48.295
1243,24.573,2.164,57.538
1244,24.587,1.399,41.924
1245,24.603,1.609,46.263
1246,24.618,1.447,42.97
1247,24.64,2.265,59.77
1248,24.655,1.44,42.897
1249,24.671,1.653,47.315
1250,24.687,1.546,45.143
1251,24.712,2.558,65.984
1252,24.73,1.819,50.855
1253,24.746,1.594,46.249
1254,24.761,1.454,43.397
1255,24.787,2.585,66.761
1256,24.806,1.889,52.463
1257,24.819,1.358,41.544
1258,24.842,2.331,61.693
1259,24.868,2.546,66.194
1260,24.891,2.334,61.876
1261,24.914,2.231,59.812
1262,24.935,2.094,57.02
1263,24.961,2.599,67.584
1264,24.982,2.171,58.755
1265,25.008,2.561,66.924
1266,25.028,2.006,55.434
1267,25.047,1.9,53.271
1268,25.072,2.541,66.706
1269,25.089,1.634,47.83
1270,25.113,2.409,64.072
1271,25.133,2.031,56.222
1272,25.153,2.025,56.146
1273,25.172,1.84,52.318
1274,25.196,2.476,65.717
1275,25.22,2.403,64.252
1276,25.245,2.468,65.69
1277,25.262,1.709,49.784
1278,25.283,2.099,58.037
1279,25.304,2.071,57.509
1280,25.319,1.552,46.621
1281,25.318,-0.188,9.993
1282,25.319,0.172,17.565
1283,25.316,-0.344,6.693
1284,25.315,-0.108,11.658
1285,25.323,0.852,31.876
1286,25.322,-0.116,11.495
1287,25.312,-1.004,0
1288,25.319,0.72,29.107
1289,25.322,0.225,18.686
1290,25.319,-0.245,8.78
1291,25.32,0.042,14.831
1292,25.323,0.347,21.249
1293,25.319,-0.404,5.45
1294,25.312,-0.704,0
1295,25.323,1.094,36.974
1296,25.32,-0.248,8.715
1297,25.314,-0.613,0
1298,25.316,0.159,17.298
1299,25.316,0.015,14.257
1300,25.322,0.641,27.433
1301,25.314,-0.827,0
1302,25.313,-0.095,11.938
1303,25.312,-0.149,10.805
1304,25.314,0.188,17.894
1305,25.316,0.292,20.091
1306,25.321,0.491,24.288
1307,25.312,-0.976,0
1308,25.314,0.204,18.228
1309,25.323,0.919,33.3
1310,25.321,-0.212,9.487
1311,25.321,0.076,15.536
1312,25.312,-0.922,0
1313,25.315,0.251,19.22
1314,25.322,0.739,29.514
1315,25.31,-1.172,0
1316,25.316,0.59,26.366
1317,25.318,0.116,16.377
1318,25.314,-0.313,7.359
1319,25.322,0.715,28.998
1320,25.321,-0.085,12.153
1321,25.316,-0.48,0
1322,25.321,0.56,25.737
1323,25.315,-0.639,0
1324,25.314,-0.135,11.089
1325,25.318,0.451,23.437
1326,25.323,0.442,23.263
1327,25.314,-0.838,0
1328,25.32,0.572,25.983
1329,25.315,-0.531,0
1330,25.315,0.064,15.278
1331,25.312,-0.3,7.628
1332,25.316,0.411,22.603
1333,25.314,-0.227,9.153
1334,25.322,0.801,30.801
1335,25.321,-0.166,10.447
1336,25.319,-0.108,11.668
1337,25.322,0.271,19.662
1338,25.316,-0.582,0
1339,25.322,0.555,25.634
1340,25.313,-0.927,0
1341,25.322,0.979,34.552
1342,25.316,-0.655,0
1343,25.318,0.234,18.875
1344,25.311,-0.711,0
1345,25.314,0.254,19.281
1346,25.319,0.529,25.079
1347,25.317,-0.152,10.747
1348,25.317,-0.074,12.393
1349,25.319,0.229,18.763
1350,25.313,-0.634,0
1351,25.315,0.254,19.294
1352,25.317,0.152,17.151
1353,25.316,-0.024,13.445
1354,25.313,-0.313,7.358
1355,25.321,0.804,30.864
1356,25.32,-0.164,10.485
1357,25.318,-0.201,9.722
1358,25.319,0.118,16.429
1359,25.323,0.362,21.563
1360,25.319,-0.357,6.432
1361,25.321,0.212,18.416
1362,25.316,-0.485,0
1363,25.323,0.646,27.551
1364,25.321,-0.139,11.019
1365,25.317,-0.389,5.753
1366,25.32,0.289,20.029
1367,25.314,-0.582,0
1368,25.316,0.124,16.548
1369,25.313,-0.256,8.559
1370,25.318,0.463,23.679
1371,25.323,0.527,25.048
1372,25.323,-0.047,12.967
1373,25.315,-0.771,0
1374,25.313,-0.205,9.63
1375,25.313,0.038,14.733
1376,25.317,0.375,21.833
1377,25.319,0.236,18.919
1378,25.318,-0.151,10.754
1379,25.312,-0.601,0
1380,25.317,0.564,25.819
1381,25.317,0,13.94
1382,25.321,0.353,21.379
1383,25.315,-0.622,0
1384,25.314,-0.071,12.455
1385,25.313,-0.113,11.57
1386,25.316,0.301,20.28
1387,25.313,-0.318,7.239
1388,25.311,-0.165,10.465
1389,25.311,0.01,14.152
1390,25.318,0.724,29.182
1391,25.319,0.04,14.789
1392,25.322,0.273,19.688
1393,25.317,-0.41,5.308
1394,25.319,0.109,16.232
1395,25.312,-0.685,0
1396,25.313,0.085,15.726
1397,25.311,-0.164,10.482
1398,25.321,1.02,35.41
1399,25.32,-0.156,10.657
1400,25.321,0.164,17.397
1401,25.323,0.158,17.27
1402,25.322,-0.124,11.346
1403,25.32,-0.158,10.628
1404,25.32,0.008,14.114
1405,25.314,-0.604,0
1406,25.317,0.257,19.359
1407,25.316,-0.069,12.491
1408,25.311,-0.477,0
1409,25.316,0.523,24.96
1410,25.32,0.325,20.797
1411,25.313,-0.632,0
1412,25.32,0.709,28.863
1413,25.32,-0.086,12.144
1414,25.314,-0.521,0
1415,25.319,0.507,24.623
1416,25.312,-0.688,0
1417,25.322,0.993,34.855
1418,25.313,-0.922,0
1419,25.32,0.63,27.209
1420,25.311,-0.837,0
1421,25.316,0.505,24.568
1422,25.323,0.647,27.561
1423,25.313,-0.924,0
1424,25.317,0.322,20.723
1425,25.32,0.324,20.768
1426,25.317,-0.253,8.624
1427,25.323,0.545,25.412
1428,25.319,-0.389,5.76
1429,25.319,-0.009,13.75
1430,25.317,-0.154,10.707
1431,25.313,-0.394,5.647
1432,25.313,-0.055,12.787
1433,25.314,0.131,16.687
1434,25.316,0.161,17.34
1435,25.321,0.547,25.465
1436,25.316,-0.478,0
1437,25.313,-0.334,6.901
1438,25.322,0.891,32.698
1439,25.311,-1.058,0
1440,25.312,0.084,15.71
1441,25.318,0.539,25.285
1442,25.323,0.517,24.832
1443,25.314,-0.884,0
1444,25.323,0.918,33.282
1445,25.32,-0.304,7.545
1446,25.323,0.314,20.565
1447,25.313,-0.985,0
1448,25.311,-0.263,8.409
1449,25.32,0.909,33.079
1450,25.317,-0.274,8.185
1451,25.32,0.328,20.86
1452,25.314,-0.676,0
1453,25.318,0.419,22.761
1454,25.312,-0.541,0
1455,25.323,1.04,35.849
1456,25.314,-0.914,0
1457,25.313,-0.105,11.735
1458,25.314,0.123,16.522
1459,25.322,0.855,31.946
1460,25.313,-0.949,0
1461,25.321,0.778,30.321
1462,25.313,-0.779,0
1463,25.322,0.935,33.622
1464,25.314,-0.871,0
1465,25.321,0.757,29.881
1466,25.314,-0.676,0
1467,25.314,-0.07,12.474
1468,25.314,0.035,14.681
1469,25.323,0.863,32.112
1470,25.321,-0.136,11.088
1471,25.311,-1.055,0
1472,25.318,0.731,29.334
1473,25.315,-0.288,7.874
1474,25.31,-0.473,0
1475,25.311,0.092,15.875
1476,25.312,0.018,14.321
1477,25.314,0.276,19.741
1478,25.313,-0.096,11.911
1479,25.313,0.007,14.097
1480,25.321,0.745,29.64
1481,25.321,0.018,14.315
1482,25.317,-0.389,5.761
1483,25.314,-0.278,8.09
1484,25.311,-0.366,6.24
1485,25.316,0.538,25.263
1486,25.312,-0.379,5.965
1487,25.312,-0.019,13.538
1488,25.312,-0.009,13.754
1489,25.313,0.065,15.305
1490,25.318,0.53,25.095
1491,25.319,0.134,16.767
1492,25.321,0.22,18.573
1493,25.312,-0.965,0
1494,25.314,0.194,18.013
1495,25.323,0.928,33.49
1496,25.312,-1.058,0
1497,25.318,0.557,25.674
1498,25.317,-0.137,11.056
1499,25.315,-0.127,11.26
1500,25.317,0.196,18.066
1501,25.32,0.306,20.382
1502,25.315,-0.522,0
1503,25.313,-0.197,9.801
1504,25.311,-0.272,8.222
1505,25.313,0.218,18.521
1506,25.313,-0.02,13.525
1507,25.321,0.897,32.84
1508,25.317,-0.425,4.996
1509,25.318,0.072,15.449
1510,25.319,0.12,16.477
1511,25.322,0.279,19.819
1512,25.313,-0.904,0
1513,25.323,1.014,35.303
1514,25.323,0.033,14.642
1515,25.321,-0.26,8.471
1516,25.322,0.087,15.768
1517,25.312,-0.924,0
1518,25.311,-0.128,11.252
1519,25.322,1.102,37.147
1520,25.314,-0.769,0
1521,25.322,0.796,30.702
1522,25.317,-0.528,0
1523,25.314,-0.359,6.387
1524,25.311,-0.224,9.214
1525,25.319,0.753,29.804
1526,25.318,-0.067,12.525
1527,25.31,-0.768,0
1528,25.314,0.317,20.602
1529,25.319,0.545,25.413
1530,25.319,0.003,14.007
1531,25.314,-0.49,0
1532,25.322,0.805,30.884
1533,25.313,-0.954,0
1534,25.314,0.112,16.286
1535,25.315,0.156,17.226
1536,25.319,0.341,21.129
1537,25.322,0.307,20.413
1538,25.323,0.135,16.798
1539,25.321,-0.271,8.231
1540,25.315,-0.534,0
1541,25.312,-0.343,6.718
1542,25.322,1.055,36.163
1543,25.321,-0.158,10.627
1544,25.312,-0.838,0
1545,25.323,1.063,36.336
1546,25.315,-0.759,0
1547,25.321,0.528,25.066
1548,25.317,-0.387,5.795
1549,25.318,0.129,16.668
1550,25.323,0.473,23.909
1551,25.322,-0.034,13.231
1552,25.314,-0.849,0
1553,25.311,-0.266,8.335
1554,25.311,-0.033,13.237
1555,25.319,0.835,31.523
1556,25.318,-0.154,10.704
1557,25.321,0.288,20.018
1558,25.32,-0.059,12.701
1559,25.315,-0.555,0
1560,25.319,0.478,24.003
1561,25.312,-0.742,0
1562,25.312,-0.034,13.225
1563,25.323,1.154,38.251
1564,25.323,-0.048,12.941
1565,25.312,-1.085,0
1566,25.314,0.216,18.483
1567,25.319,0.542,25.362
1568,25.315,-0.449,0
1569,25.312,-0.284,7.971
1570,25.32,0.825,31.318
1571,25.322,0.184,17.825
1572,25.322,-0.032,13.279
1573,25.321,-0.064,12.604
1574,25.321,0.026,14.494
1575,25.314,-0.697,0
1576,25.316,0.13,16.682
1577,25.318,0.253,19.278
1578,25.311,-0.775,0
1579,25.314,0.327,20.819
1580,25.32,0.621,27.013
1581,25.312,-0.822,0
1582,25.315,0.326,20.798
1583,25.317,0.163,17.372
1584,25.313,-0.358,6.397
1585,25.316,0.253,19.265
1586,25.317,0.112,16.291
1587,25.323,0.594,26.458
1588,25.317,-0.543,0
1589,25.316,-0.166,10.45
1590,25.313,-0.252,8.638
1591,25.313,0.019,14.331
1592,25.312,-0.107,11.679
1593,25.318,0.615,26.892
1594,25.318,-0.006,13.813
1595,25.313,-0.562,0
1596,25.322,0.971,34.395
1597,25.32,-0.243,8.824
1598,25.322,0.22,18.568
1599,25.321,-0.14,11.009
1600,25.314,-0.725,0
1601,25.315,0.114,16.339
1602,25.312,-0.294,7.751
1603,25.322,1.067,36.408
1604,25.315,-0.716,0
1605,25.323,0.779,30.348
1606,25.32,-0.256,8.555
1607,25.316,-0.447,0
1608,25.312,-0.43,4.896
1609,25.321,0.938,33.698
1610,25.32,-0.064,12.605
1611,25.313,-0.724,0
1612,25.316,0.265,19.508
1613,25.318,0.196,18.074
1614,25.315,-0.252,8.631
1615,25.316,0.072,15.461
1616,25.322,0.595,26.462
1617,25.321,-0.056,12.774
1618,25.323,0.141,16.918
1619,25.321,-0.169,10.391
1620,25.314,-0.666,0
1621,25.317,0.248,19.159
1622,25.32,0.354,21.4
1623,25.315,-0.531,0
1624,25.319,0.341,21.124
1625,25.313,-0.57,0
1626,25.313,0.006,14.071
1627,25.311,-0.146,10.862
1628,25.314,0.245,19.105
1629,25.316,0.219,18.553
1630,25.312,-0.44,4.674
1631,25.32,0.819,31.179
1632,25.321,0.133,16.742
1633,25.321,-0.009,13.755
1634,25.322,0.067,15.359
1635,25.319,-0.318,7.247
1636,25.319,0.056,15.118
1637,25.317,-0.248,8.732
1638,25.318,0.109,16.23
1639,25.317,-0.07,12.47
1640,25.32,0.334,20.984
1641,25.314,-0.626,0
1642,25.315,0.103,16.115
1643,25.323,0.813,31.056
1644,25.312,-1.121,0
1645,25.315,0.318,20.634
1646,25.316,0.064,15.298
1647,25.32,0.402,22.408
1648,25.319,-0.112,11.586
1649,25.32,0.125,16.576
1650,25.316,-0.416,5.192
1651,25.318,0.179,17.705
1652,25.316,-0.165,10.463
1653,25.318,0.201,18.172
1654,25.323,0.49,24.261
1655,25.316,-0.688,0
1656,25.312,-0.451,0
1657,25.311,-0.035,13.206
1658,25.318,0.672,28.078
1659,25.318,0.044,14.862
1660,25.319,0.042,14.832
1661,25.32,0.167,17.467
1662,25.313,-0.717,0
1663,25.32,0.685,28.357
1664,25.32,-0.041,13.089
1665,25.317,-0.241,8.863
1666,25.313,-0.41,5.301
1667,25.316,0.279,19.82
1668,25.31,-0.561,0
1669,25.32,0.935,33.623
1670,25.313,-0.634,0
1671,25.319,0.543,25.366
1672,25.316,-0.289,7.859
1673,25.313,-0.28,8.037
1674,25.323,0.948,33.91
1675,25.316,-0.683,0
1676,25.32,0.418,22.736
1677,25.322,0.211,18.385
1678,25.314,-0.842,0
1679,25.32,0.637,27.363
1680,25.32,-0.042,13.062
1681,25.32,0.062,15.253
1682,25.314,-0.585,0
1683,25.318,0.341,21.114
1684,25.314,-0.358,6.401
1685,25.313,-0.131,11.174
1686,25.32,0.717,29.033
1687,25.316,-0.455,0
1688,25.311,-0.448,0
1689,25.323,1.197,39.142
1690,25.318,-0.517,0
1691,25.314,-0.37,6.162
1692,25.318,0.429,22.974
1693,25.321,0.272,19.674
1694,25.311,-1.014,0
1695,25.322,1.136,37.867
1696,25.321,-0.169,10.386
1697,25.319,-0.185,10.042
1698,25.311,-0.823,0
1699,25.318,0.764,30.021
1700,25.318,0.008,14.11
1701,25.312,-0.613,0
1702,25.318,0.618,26.945
1703,25.322,0.396,22.294
1704,25.317,-0.537,0
1705,25.314,-0.312,7.371
1706,25.321,0.75,29.735
1707,25.319,-0.196,9.81
1708,25.315,-0.438,4.715
1709,25.322,0.689,28.46
1710,25.316,-0.582,0
1711,25.315,-0.123,11.346
1712,25.318,0.349,21.295
1713,25.321,0.249,19.186
1714,25.315,-0.628,0
1715,25.312,-0.283,7.992
1716,25.312,0.021,14.376
1717,25.315,0.322,20.722
1718,25.314,-0.142,10.949
1719,25.321,0.718,29.06
1720,25.311,-1.007,0
1721,25.311,0.057,15.144
1722,25.312,0.049,14.978
1723,25.314,0.177,17.657
1724,25.32,0.648,27.59
1725,25.32,0.02,14.376
1726,25.321,0.081,15.642
1727,25.311,-0.995,0
1728,25.318,0.638,27.366
1729,25.321,0.325,20.792
1730,25.316,-0.462,0
1731,25.312,-0.423,5.044
1732,25.314,0.188,17.896
1733,25.322,0.771,30.18
1734,25.315,-0.673,0
1735,25.316,0.156,17.235
1736,25.312,-0.413,5.237
1737,25.312,0.018,14.313
1738,25.318,0.591,26.379
1739,25.314,-0.47,0
1740,25.322,0.84,31.64
1741,25.316,-0.652,0
1742,25.315,-0.075,12.356
1743,25.322,0.767,30.098
1744,25.32,-0.217,9.368
1745,25.322,0.196,18.069
1746,25.311,-1.093,0
1747,25.323,1.125,37.627
1748,25.316,-0.664,0
1749,25.323,0.724,29.191
1750,25.316,-0.738,0
1751,25.322,0.652,27.68
1752,25.312,-1.043,0
1753,25.313,0.162,17.353
1754,25.322,0.825,31.322
1755,25.314,-0.776,0
1756,25.316,0.232,18.816
1757,25.312,-0.449,0
1758,25.322,0.977,34.519
1759,25.32,-0.198,9.772
1760,25.319,-0.097,11.912
1761,25.314,-0.498,0
1762,25.315,0.13,16.676
1763,25.316,0.154,17.186
1764,25.311,-0.552,0
1765,25.317,0.596,26.489
1766,25.313,-0.397,5.58
1767,25.321,0.774,30.237
1768,25.322,0.086,15.75
1769,25.32,-0.145,10.89
1770,25.32,-0.027,13.383
1771,25.316,-0.343,6.721
1772,25.32,0.369,21.72
1773,25.32,-0.039,13.121
1774,25.322,0.2,18.152
1775,25.322,0.022,14.418
1776,25.316,-0.547,0
1777,25.318,0.148,17.055
1778,25.323,0.533,25.175
1779,25.322,-0.15,10.79
1780,25.32,-0.128,11.245
1781,25.323,0.23,18.793
1782,25.32,-0.262,8.426
1783,25.32,-0.029,13.334
1784,25.323,0.33,20.886
1785,25.317,-0.608,0
1786,25.311,-0.567,0
1787,25.32,0.888,32.646
1788,25.313,-0.691,0
1789,25.315,0.116,16.39
1790,25.321,0.614,26.874
1791,25.32,-0.118,11.464
1792,25.313,-0.639,0
1793,25.315,0.186,17.851
1794,25.315,0.015,14.25
1795,25.321,0.631,27.228
1796,25.321,-0.027,13.388
1797,25.312,-0.922,0
1798,25.313,0.065,15.302
1799,25.314,0.131,16.707
1800,25.313,-0.115,11.511
1801,25.312,-0.05,12.894
1802,25.321,0.864,32.128
1803,25.32,-0.052,12.842
1804,25.313,-0.734,0
1805,25.321,0.756,29.859
1806,25.312,-0.841,0
1807,25.314,0.221,18.592
1808,25.321,0.637,27.365
1809,25.323,0.174,17.608
1810,25.313,-0.924,0
1811,25.312,-0.128,11.249
1812,25.319,0.729,29.284
1813,25.318,-0.162,10.526
1814,25.311,-0.695,0
1815,25.312,0.16,17.307
1816,25.322,0.954,34.028
1817,25.323,0.081,15.651
1818,25.316,-0.664,0
1819,25.317,0.101,16.075
1820,25.314,-0.308,7.456
1821,25.316,0.245,19.102
1822,25.316,-0.036,13.193
1823,25.323,0.656,27.755
1824,25.321,-0.136,11.086
1825,25.322,0.094,15.927
1826,25.318,-0.436,4.763
1827,25.316,-0.227,9.173
1828,25.32,0.418,22.739
1829,25.323,0.309,20.451
1830,25.315,-0.794,0
1831,25.315,0.029,14.549
1832,25.318,0.304,20.349
1833,25.319,0.104,16.127
1834,25.321,0.223,18.632
1835,25.318,-0.396,5.6
1836,25.314,-0.378,5.977
1837,25.313,-0.072,12.414
1838,25.317,0.394,22.229
1839,25.311,-0.584,0
1840,25.319,0.829,31.389
1841,25.314,-0.497,0
1842,25.312,-0.2,9.739
1843,25.321,0.845,31.736
1844,25.312,-0.885,0
1845,25.318,0.557,25.674
1846,25.311,-0.65,0
1847,25.321,0.986,34.699
1848,25.319,-0.168,10.404
1849,25.32,0.032,14.628
1850,25.318,-0.159,10.588
1851,25.311,-0.651,0
1852,25.317,0.536,25.233
1853,25.313,-0.342,6.748
1854,25.323,0.947,33.879
1855,25.312,-1.132,0
1856,25.316,0.401,22.386
1857,25.317,0.159,17.296
1858,25.323,0.545,25.414
1859,25.321,-0.165,10.464
1860,25.316,-0.48,0
1861,25.317,0.074,15.507
1862,25.31,-0.647,0
1863,25.323,1.268,40.634
1864,25.321,-0.168,10.406
1865,25.314,-0.736,0
1866,25.321,0.738,29.488
1867,25.311,-1.015,0
1868,25.321,0.989,34.772
1869,25.317,-0.39,5.729
1870,25.312,-0.503,0
1871,25.319,0.713,28.957
1872,25.314,-0.521,0
1873,25.314,0.006,14.071
1874,25.316,0.203,18.205
1875,25.316,0.007,14.088
1876,25.314,-0.214,9.428
1877,25.311,-0.291,7.807
1878,25.322,1.048,36.017
1879,25.319,-0.29,7.839
1880,25.315,-0.403,5.46
1881,25.315,0.012,14.189
1882,25.311,-0.395,5.626
1883,25.314,0.261,19.439
1884,25.323,0.93,33.526
1885,25.311,-1.156,0
1886,25.323,1.142,37.986
1887,25.323,0.04,14.792
1888,25.318,-0.547,0
1889,25.321,0.289,20.029
1890,25.319,-0.158,10.626
1891,25.319,0.027,14.517
1892,25.322,0.25,19.214
1893,25.312,-0.945,0
1894,25.312,0.002,13.986
1895,25.312,-0.066,12.559
1896,25.312,0.071,15.437
1897,25.311,-0.123,11.35
1898,25.323,1.199,39.192
1899,25.314,-0.968,0
1900,25.311,-0.244,8.808
1901,25.323,1.23,39.837
1902,25.321,-0.201,9.709
1903,25.319,-0.234,9.027
1904,25.323,0.416,22.705
