Time (s),Predicted Fuel
5237.0,5.6854802003663555e-06
5238.0,4.094855545276251e-05
5239.0,4.109412499223613e-06
5240.0,3.7204951332939634e-06
5241.0,1.569282049899045e-05
5242.0,3.897878000377352e-05
5243.0,-1.2207727607197353e-05
5244.0,3.0176851402432714e-05
5245.0,3.904388818010441e-05
5246.0,1.2126090324475335e-05
5247.0,-2.264111593578476e-06
5248.0,1.3818729902372632e-05
5249.0,6.220991277433956e-06
5250.0,1.9298350977245697e-05
5251.0,3.745821995037408e-05
5252.0,2.082660948951562e-05
5253.0,1.322696994129454e-05
5254.0,2.363056843964719e-05
5255.0,-6.581729434067443e-06
5256.0,3.582186598861752e-05
5257.0,-1.3577122241855417e-05
5258.0,2.7794094307305192e-05
5259.0,1.2656947416399233e-05
5260.0,2.9169317269526374e-05
5261.0,2.59244627115923e-05
5262.0,1.0754760614591299e-05
5263.0,1.513390891190555e-05
5264.0,2.1095948655699074e-05
5265.0,-8.576454164878439e-06
5266.0,2.7050404634961368e-05
5267.0,2.464024560789651e-05
5268.0,-3.812812512988096e-06
5269.0,2.93765197908672e-05
5270.0,2.568470471071415e-05
5271.0,-7.156122679808422e-07
5272.0,3.0303465097330265e-05
5273.0,2.0261453275857215e-05
5274.0,-1.5481677442331574e-05
5275.0,2.7554307168812485e-05
5276.0,3.6209467691064064e-05
5277.0,1.0754052043692585e-05
5278.0,2.2973630725605236e-05
5279.0,1.8355113413879247e-05
5280.0,-1.1970181260388356e-05
5281.0,2.1834171255218307e-05
5282.0,2.6844475407049986e-05
5283.0,2.6462331433833312e-05
5284.0,1.0963321934579001e-05
5285.0,-5.271741774372774e-06
5286.0,4.423276465569214e-05
5287.0,1.1113017771728188e-05
5288.0,-3.8126799274686706e-06
5289.0,3.758101334544427e-05
5290.0,7.178468470017173e-06
5291.0,1.2301791663512312e-05
5292.0,3.224574932631611e-05
5293.0,-2.1938868009498814e-05
5294.0,5.252451726996604e-05
5295.0,-1.9142211365999533e-05
5296.0,1.9803747882170964e-05
5297.0,2.7943104445684848e-05
5298.0,3.704606254170129e-05
5299.0,-2.015400345479619e-05
5300.0,2.3857987168193356e-05
5301.0,4.3636305827214566e-05
5302.0,-1.1404581318824393e-05
5303.0,2.2668503808398466e-05
5304.0,7.651583699522583e-06
5305.0,4.09783736981663e-05
5306.0,-1.616583842482307e-05
5307.0,4.112364925868561e-05
5308.0,9.649724533130764e-06
5309.0,3.498871074688016e-05
5310.0,2.084491175817175e-06
5311.0,1.00065130903493e-05
5312.0,3.4539827156045585e-05
5313.0,-8.248973088864403e-06
5314.0,1.3548985462102794e-05
5315.0,1.0003119595863807e-05
5316.0,4.9839937814646675e-05
5317.0,-1.0131621819888458e-06
5318.0,3.0902651541785615e-05
5319.0,-1.3993823904799044e-05
5320.0,1.2057376133797514e-05
5321.0,3.870681622705801e-05
5322.0,-1.580089626232709e-06
5323.0,2.3501642759016958e-05
5324.0,4.035595055130135e-05
5325.0,4.1996648081572195e-06
5326.0,-2.38379155002498e-06
5327.0,3.808432549977322e-05
5328.0,-7.832122035623152e-06
5329.0,2.4872348178599716e-05
5330.0,3.486612552320128e-05
5331.0,-9.022941207713712e-06
5332.0,1.834603596143478e-05
5333.0,1.57235128552976e-05
5334.0,4.059262526084536e-05
5335.0,3.3350251439833236e-06
5336.0,2.469780225518802e-06
5337.0,2.2756715049405087e-05
5338.0,1.8794972996440146e-05
5339.0,3.6986427579447985e-05
5340.0,-2.3886416849029755e-07
5341.0,1.5876100412644062e-05
5342.0,3.0872840074364054e-05
5343.0,-3.157447640132495e-06
5344.0,5.038487519311495e-07
5345.0,-2.6569694648223955e-05
5346.0,-1.0061966581601555e-05
5347.0,-3.195655437104075e-05
5348.0,-4.52006467522968e-05
5349.0,-5.571447717480783e-05
5350.0,-3.0089805361879744e-05
5351.0,-3.05785569168104e-05
5352.0,-2.8315143239311406e-05
5353.0,-9.130360986630894e-06
5354.0,-4.2716003481775864e-05
5355.0,-3.276837664566787e-05
5356.0,-5.354501159956965e-05
5357.0,-2.3938578043758906e-05
5358.0,-3.4215979930010885e-05
5359.0,-2.0263581737424073e-05
5360.0,-3.365423158738228e-05
5361.0,-3.066499958355205e-05
5362.0,-3.329526377844241e-05
5363.0,-3.4246854488424534e-05
5364.0,-3.472726268151247e-05
5365.0,-1.9595542153062686e-05
5366.0,-4.758916013905309e-05
5367.0,-4.483217913485291e-05
5368.0,-1.7194146137477684e-05
5369.0,-1.2240020838394491e-05
5370.0,-5.008583099486384e-05
5371.0,-4.1861137674825785e-06
5372.0,-2.0476229309253774e-05
5373.0,-3.9275145925252173e-05
5374.0,-5.478853936703521e-05
5375.0,-6.147605242690093e-06
5376.0,-2.1227972721392595e-05
5377.0,-4.335490846785539e-05
5378.0,-9.353290249138085e-06
5379.0,-3.27265193656095e-05
5380.0,-3.224305428526765e-05
5381.0,-4.46273066896516e-05
5382.0,-8.299218463046354e-06
5383.0,-3.382010135943722e-05
5384.0,-2.5303829691833796e-05
5385.0,-1.1632829765462539e-05
5386.0,-1.4994963723421789e-05
5387.0,-4.768572752921581e-05
5388.0,-4.873417877586407e-06
5389.0,-5.4022471837239424e-05
5390.0,-1.9541387829482645e-05
5391.0,-2.254036014589045e-05
5392.0,-2.5015159276375096e-05
5393.0,-1.1376528631235395e-05
5394.0,-2.7045344825103322e-05
5395.0,-1.1688666421555822e-05
5396.0,-5.181919102552539e-05
5397.0,-7.0411399405895585e-06
5398.0,-1.432924956610713e-05
5399.0,-3.8895005369585926e-05
5400.0,-9.341557888624782e-06
5401.0,-3.0097327034055256e-05
5402.0,-4.1161049370479975e-05
5403.0,1.6448708221838965e-05
5404.0,-5.64365843819901e-05
5405.0,-5.859253567132144e-06
5406.0,-2.6934870295295743e-05
5407.0,-3.0774686927453726e-06
5408.0,-5.5696992768317e-05
5409.0,-1.2701962625720462e-05
5410.0,-1.7935154208037917e-05
5411.0,-4.4529012938206143e-05
5412.0,-3.142420759192934e-06
5413.0,-1.1345078682370251e-05
5414.0,-2.0223147992508435e-05
5415.0,-3.952106573456815e-05
5416.0,-1.675428677294183e-05
5417.0,-1.2273594619317686e-05
5418.0,-7.023960841610573e-05
5419.0,-7.011888367725055e-05
5420.0,-6.999803642184415e-05
5421.0,-6.987706687839594e-05
5422.0,-6.975597527541518e-05
5423.0,-6.963476184141126e-05
5424.0,-6.95134268048935e-05
5425.0,-6.939197039437125e-05
5426.0,-6.927039283835384e-05
5427.0,-6.914869436535057e-05
5428.0,-6.902687520387086e-05
5429.0,-6.890493558242397e-05
5430.0,-6.87855894752766e-05
5431.0,-6.866341228367304e-05
5432.0,-6.854111531255239e-05
5433.0,-6.841869879042394e-05
5434.0,-6.829616294579708e-05
5435.0,-6.817350800718111e-05
5436.0,-6.805073420308536e-05
5437.0,-6.792784176201918e-05
5438.0,-6.780483091249193e-05
5439.0,-6.76817018830129e-05
5440.0,-6.75584549020915e-05
5441.0,-6.743509019823699e-05
5442.0,-6.731160799995876e-05
5443.0,-6.718800853576614e-05
5444.0,-6.706429203416845e-05
5445.0,-6.694045872367505e-05
5446.0,-6.681650883279525e-05
5447.0,-6.669244259003842e-05
5448.0,-6.656826022391389e-05
5449.0,-6.644396196293096e-05
5450.0,-6.631954803559905e-05
5451.0,-6.61950186704274e-05
5452.0,-6.607037409592542e-05
5453.0,-6.594561454060243e-05
5454.0,-6.582074023296775e-05
5455.0,-6.569575140153076e-05
5456.0,-6.557064827480074e-05
5457.0,-6.544543108128706e-05
5458.0,-6.532010004949906e-05
5459.0,-6.519465540794608e-05
5460.0,-6.506909738513745e-05
5461.0,-6.494342620958252e-05
5462.0,-6.481764210979062e-05
5463.0,-6.46917453142711e-05
5464.0,-6.456573605153324e-05
5465.0,-6.443961455008648e-05
5466.0,-6.431338103844005e-05
5467.0,-6.418703574510337e-05
5468.0,-6.406057889858573e-05
5469.0,-6.393401072739651e-05
5470.0,-6.380733146004499e-05
5471.0,-6.368054132504058e-05
5472.0,-6.355364055089258e-05
5473.0,-6.342662936611032e-05
5474.0,-6.329950799920315e-05
5475.0,-6.31722766786804e-05
5476.0,-6.304493563305141e-05
5477.0,-6.291748509082555e-05
5478.0,-6.278992528051209e-05
5479.0,-6.266225643062043e-05
5480.0,-6.253447876965991e-05
5481.0,-6.240659252613983e-05
5482.0,-6.227859792856953e-05
5483.0,-6.215049520545837e-05
5484.0,-6.202228458531569e-05
5485.0,-6.189396629665081e-05
5486.0,-6.176554056797308e-05
5487.0,-6.163700762779181e-05
5488.0,-6.150836770461641e-05
5489.0,-6.137962102695615e-05
5490.0,-6.125076782332038e-05
5491.0,-6.112180832221849e-05
5492.0,-6.099274275215972e-05
5493.0,-6.086357134165349e-05
5494.0,-6.0734294319209126e-05
5495.0,-6.060491191333594e-05
5496.0,-6.0475424352543264e-05
5497.0,-6.0345831865340486e-05
5498.0,-6.021613468023689e-05
5499.0,-6.0086333025741864e-05
5500.0,-5.9956427130364694e-05
5501.0,-5.982641722261476e-05
5502.0,-5.9696303531001364e-05
5503.0,-5.95660862840339e-05
5504.0,-5.9435765710221624e-05
5505.0,-5.930534203807398e-05
5506.0,-5.917481549610022e-05
5507.0,-5.9044186312809716e-05
5508.0,-5.8913454716711784e-05
5509.0,-5.878262093631579e-05
5510.0,-5.8651685200131055e-05
5511.0,-5.852064773666694e-05
5512.0,-5.838950877443273e-05
5513.0,-5.8258268541937836e-05
5514.0,-5.812692726769155e-05
5515.0,-5.799548518020321e-05
5516.0,-5.7863942507982174e-05
5517.0,-5.773229947953777e-05
5518.0,-5.760055632337933e-05
5519.0,-5.74687132680162e-05
5520.0,-5.733677054195772e-05
5521.0,-5.720472837371322e-05
5522.0,-5.707258699179206e-05
5523.0,-5.6940346624703556e-05
5524.0,-5.680800750095703e-05
5525.0,-5.667556984906188e-05
5526.0,-5.654303389752738e-05
5527.0,-5.641039987486287e-05
5528.0,-5.627766800957775e-05
5529.0,-5.614483853018134e-05
5530.0,-5.6011911665182924e-05
5531.0,-5.587888764309187e-05
5532.0,-5.5745766692417557e-05
5533.0,-5.561254904166925e-05
5534.0,-5.547923491935634e-05
5535.0,-5.534582455398816e-05
5536.0,-5.5212318174074035e-05
5537.0,-5.50787160081233e-05
5538.0,-5.494501828464531e-05
5539.0,-5.481122523214937e-05
5540.0,-5.467733707914488e-05
5541.0,-5.454335405414112e-05
5542.0,-5.440927638564744e-05
5543.0,-5.42751043021732e-05
5544.0,-5.414083803222771e-05
5545.0,-5.400647780432033e-05
5546.0,-5.38720238469604e-05
5547.0,-5.3737476388657245e-05
5548.0,-5.3602835657920214e-05
5549.0,-5.346810188325862e-05
5550.0,-5.333327529318184e-05
5551.0,-5.319835611619917e-05
5552.0,-5.306334458081999e-05
5553.0,-5.292824091555361e-05
5554.0,-5.279304534890937e-05
5555.0,-5.265775810939663e-05
5556.0,-5.252237942552471e-05
5557.0,-5.238690952580294e-05
5558.0,-5.225134863874068e-05
5559.0,-5.211569699284727e-05
5560.0,-5.1979954816632e-05
5561.0,-5.1844122338604295e-05
5562.0,-5.170819978727341e-05
5563.0,-5.157218739114871e-05
5564.0,-5.143608537873957e-05
5565.0,-5.1299893978555284e-05
5566.0,-5.116361341910519e-05
5567.0,-5.102724392889866e-05
5568.0,-5.089078573644499e-05
5569.0,-5.075423907025355e-05
5570.0,-5.061760415883368e-05
5571.0,-5.04808812306947e-05
5572.0,-5.0344070514345954e-05
5573.0,-5.020717223829679e-05
5574.0,-5.007018663105652e-05
5575.0,-4.9933113921134534e-05
5576.0,-4.9795954337040085e-05
5577.0,-4.965870810728258e-05
5578.0,-4.952137546037136e-05
5579.0,-4.938395662481573e-05
5580.0,-4.924645182912505e-05
5581.0,-4.910886130180864e-05
5582.0,-4.8971185271375846e-05
5583.0,-4.8833423966336015e-05
5584.0,-4.869557761519848e-05
5585.0,-4.8557646446472554e-05
5586.0,-4.8419630688667624e-05
5587.0,-4.8281530570292996e-05
5588.0,-4.8143346319858014e-05
5589.0,-4.800507816587202e-05
5590.0,-4.786672633684436e-05
5591.0,-4.7728291061284335e-05
5592.0,-4.758977256770134e-05
5593.0,-4.745117108460467e-05
5594.0,-4.731248684050369e-05
5595.0,-4.71737200639077e-05
5596.0,-4.703487098332607e-05
5597.0,-4.6895939827268124e-05
5598.0,-4.675692682424322e-05
5599.0,-4.6617832202760674e-05
5600.0,-4.6478656191329854e-05
5601.0,-4.633939901846006e-05
5602.0,-4.6200060912660656e-05
5603.0,-4.606064210244096e-05
5604.0,-4.5921142816310335e-05
5605.0,-4.57815632827781e-05
5606.0,-4.5641903730353606e-05
5607.0,-4.550216438754618e-05
5608.0,-4.536234548286517e-05
5609.0,-4.522244724481991e-05
5610.0,-4.508246990191975e-05
5611.0,-4.494241368267401e-05
5612.0,-4.480227881559202e-05
5613.0,-4.466206552918314e-05
5614.0,-4.452177405195671e-05
5615.0,-4.438140461242205e-05
5616.0,-4.4240957439088505e-05
5617.0,-4.4100432760465424e-05
5618.0,-4.395983080506213e-05
5619.0,-4.381915180138796e-05
5620.0,-4.3678395977952275e-05
5621.0,-4.353756356326442e-05
5622.0,-4.339665478583367e-05
5623.0,-4.325566987416943e-05
5624.0,-4.311460905678101e-05
5625.0,-4.297347256217775e-05
5626.0,-4.283226061886898e-05
5627.0,-4.269097345536407e-05
5628.0,-4.254961130017232e-05
5629.0,-4.240817438180309e-05
5630.0,-4.2266662928765713e-05
5631.0,-4.2125077169569536e-05
5632.0,-4.198341733272387e-05
5633.0,-4.184168364673808e-05
5634.0,-4.169987634012149e-05
5635.0,-4.1557995641383455e-05
5636.0,-4.14160417790333e-05
5637.0,-4.1274014981580367e-05
5638.0,-4.113191547753399e-05
5639.0,-4.09897434954035e-05
5640.0,-4.084749926369826e-05
5641.0,-4.070518301092758e-05
5642.0,-4.0562794965600823e-05
5643.0,-4.042033535622731e-05
5644.0,-4.027780441131639e-05
5645.0,-4.0135202359377404e-05
5646.0,-3.999252942891966e-05
5647.0,-3.984978584845254e-05
5648.0,-3.970697184648535e-05
5649.0,-3.956408765152744e-05
5650.0,-3.942113349208815e-05
5651.0,-3.927810959667682e-05
5652.0,-3.913501619380278e-05
5653.0,-3.899185351197537e-05
5654.0,-3.8848621779703935e-05
5655.0,-3.870532122549781e-05
5656.0,-3.8561952077866326e-05
5657.0,-3.841851456531883e-05
5658.0,-3.827500891636466e-05
5659.0,-3.813143535951315e-05
5660.0,-3.798779412327365e-05
5661.0,-3.784408543615548e-05
5662.0,-3.770030952666797e-05
5663.0,-3.7556466623320506e-05
5664.0,-3.7412556954622355e-05
5665.0,-3.726858074908292e-05
5666.0,-3.712453823521151e-05
5667.0,-3.6980429641517474e-05
5668.0,-3.683625519651014e-05
5669.0,-3.669201512869886e-05
5670.0,-3.6547709666592954e-05
5671.0,-3.640333903870176e-05
5672.0,-3.625890347353463e-05
5673.0,-3.6114403199600904e-05
5674.0,-3.596983844540991e-05
5675.0,-3.5825209439470985e-05
5676.0,-3.568051641029347e-05
5677.0,-3.553575958638671e-05
5678.0,-3.539093919626005e-05
5679.0,-3.52460554684228e-05
5680.0,-3.510110863138432e-05
5681.0,-3.495609891365395e-05
5682.0,-3.4811026543741003e-05
5683.0,-3.4665891750154846e-05
5684.0,-3.45206947614048e-05
5685.0,-3.437543580600022e-05
5686.0,-3.423011511245044e-05
5687.0,-3.408473290926478e-05
5688.0,-3.393928942495259e-05
5689.0,-3.379378488802321e-05
5690.0,-3.364821952698597e-05
5691.0,-3.3502593570350225e-05
5692.0,-3.33569072466253e-05
5693.0,-3.321116078432055e-05
5694.0,-3.306535441194529e-05
5695.0,-3.2919488358008866e-05
5696.0,-3.277356285102062e-05
5697.0,-3.262757811948989e-05
5698.0,-3.248153439192601e-05
5699.0,-3.233543189683833e-05
5700.0,-3.2189270862736164e-05
5701.0,-3.2043051518128886e-05
5702.0,-3.189677409152579e-05
5703.0,-3.1750438811436256e-05
5704.0,-3.1604045906369605e-05
5705.0,-3.145759560483517e-05
5706.0,-3.1311088135342285e-05
5707.0,-3.11645237264003e-05
5708.0,-3.101790260651855e-05
5709.0,-3.087122500420639e-05
5710.0,-3.072449114797313e-05
5711.0,-3.057770126632812e-05
5712.0,-3.04308555877807e-05
5713.0,-3.02839543408402e-05
5714.0,-3.013699775401596e-05
5715.0,-2.9989986055817334e-05
5716.0,-2.9842919474753643e-05
5717.0,-2.9695798239334234e-05
5718.0,-2.9548622578068457e-05
5719.0,-2.9401392719465612e-05
5720.0,-2.9254108892035073e-05
5721.0,-2.9106771324286172e-05
5722.0,-2.8959380244728226e-05
5723.0,-2.8811935881870606e-05
5724.0,-2.8664438464222624e-05
5725.0,-2.8516888220293627e-05
5726.0,-2.8369285378592955e-05
5727.0,-2.822163016762995e-05
5728.0,-2.8073922815913942e-05
5729.0,-2.7926163551954264e-05
5730.0,-2.777835260426027e-05
5731.0,-2.763049020134129e-05
5732.0,-2.7482576571706657e-05
5733.0,-2.7334611943865714e-05
5734.0,-2.7186596546327825e-05
5735.0,-2.703853060760228e-05
5736.0,-2.689041435619845e-05
5737.0,-2.674224802062566e-05
5738.0,-2.6594031829393254e-05
5739.0,-2.6445766011010558e-05
5740.0,-2.6297450793986926e-05
5741.0,-2.61490864068317e-05
5742.0,-2.6000673078054197e-05
5743.0,-2.585221103616378e-05
5744.0,-2.5703700509669773e-05
5745.0,-2.555514172708151e-05
5746.0,-2.540653491690835e-05
5747.0,-2.5257880307659595e-05
5748.0,-2.510917812784461e-05
5749.0,-2.4960428605972733e-05
5750.0,-2.4811631970553302e-05
5751.0,-2.4662788450095647e-05
5752.0,-2.4513898273109108e-05
5753.0,-2.436496166810302e-05
5754.0,-2.421597886358673e-05
5755.0,-2.4066950088069578e-05
5756.0,-2.3917875570060897e-05
5757.0,-2.3768755538070008e-05
5758.0,-2.3619590220606274e-05
5759.0,-2.347037984617903e-05
5760.0,-2.3321124643297612e-05
5761.0,-2.3171824840471355e-05
5762.0,-2.302248066620959e-05
5763.0,-2.2873092349021672e-05
5764.0,-2.272366011741691e-05
5765.0,-2.257418419990468e-05
5766.0,-2.2424664824994313e-05
5767.0,-2.2275102221195124e-05
5768.0,-2.2125496617016464e-05
5769.0,-2.1975848240967672e-05
5770.0,-2.1826157321558085e-05
5771.0,-2.1676424087297042e-05
5772.0,-2.1526648766693898e-05
5773.0,-2.1376831588257965e-05
5774.0,-2.1226972780498576e-05
5775.0,-2.1077072571925098e-05
5776.0,-2.0927131191046855e-05
5777.0,-2.0777148866373182e-05
5778.0,-2.0627125826413424e-05
5779.0,-2.047706229967691e-05
5780.0,-2.0326958514672993e-05
5781.0,-2.017681469991099e-05
5782.0,-2.0026631083900257e-05
5783.0,-1.9876407895150132e-05
5784.0,-1.9726145362169947e-05
5785.0,-1.957584371346904e-05
5786.0,-1.9425503177556744e-05
5787.0,-1.927512398294241e-05
5788.0,-1.9124706358135372e-05
5789.0,-1.897425053164497e-05
5790.0,-1.8823756731980534e-05
5791.0,-1.8673225187651402e-05
5792.0,-1.8522656127166924e-05
5793.0,-1.837204977903643e-05
5794.0,-1.8221406371769253e-05
5795.0,-1.8070726133874747e-05
5796.0,-1.7920009293862227e-05
5797.0,-1.776925608024106e-05
5798.0,-1.761846672152057e-05
5799.0,-1.7467641446210083e-05
5800.0,-1.731678048281896e-05
5801.0,-1.716588405985652e-05
5802.0,-1.701495240583211e-05
5803.0,-1.6863985749255074e-05
5804.0,-1.671298431863474e-05
5805.0,-1.656194834248045e-05
5806.0,-1.6410878049301538e-05
5807.0,-1.625977366760735e-05
5808.0,-1.6108635425907223e-05
5809.0,-1.59574635527105e-05
5810.0,-1.58062582765265e-05
5811.0,-1.565501982586458e-05
5812.0,-1.550374842923407e-05
5813.0,-1.5352444315144306e-05
5814.0,-1.5201107712104639e-05
5815.0,-1.5049738848624393e-05
5816.0,-1.4898337953212909e-05
5817.0,-1.4746905254379535e-05
5818.0,-1.4595440980633593e-05
5819.0,-1.4443945360484436e-05
5820.0,-1.4292418622441402e-05
5821.0,-1.4140860995013817e-05
5822.0,-1.3989272706711025e-05
5823.0,-1.3837653986042363e-05
5824.0,-1.3686005061517178e-05
5825.0,-1.3534326161644801e-05
5826.0,-1.3382617514934566e-05
5827.0,-1.3230879349895824e-05
5828.0,-1.3079111895037897e-05
5829.0,-1.2927315378870143e-05
5830.0,-1.2775490029901883e-05
5831.0,-1.2623636076642466e-05
5832.0,-1.2471753747601218e-05
5833.0,-1.2319843271287483e-05
5834.0,-1.2167904876210605e-05
5835.0,-1.2015938790879918e-05
5836.0,-1.1863945243804768e-05
5837.0,-1.1711924463494472e-05
5838.0,-1.1559876678458388e-05
5839.0,-1.1407802117205848e-05
5840.0,-1.1255701008246195e-05
5841.0,-1.1103573580088757e-05
5842.0,-1.0951420061242877e-05
5843.0,-1.0799240680217897e-05
5844.0,-1.064703566552315e-05
5845.0,-1.0494805245667978e-05
5846.0,-1.0342549649161716e-05
5847.0,-1.0190269104513706e-05
5848.0,-1.0037963840233287e-05
5849.0,-9.885634084829791e-06
5850.0,-9.733280066812559e-06
5851.0,-9.58090201469093e-06
5852.0,-9.428500156974241e-06
5853.0,-9.276074722171835e-06
5854.0,-9.12362593879305e-06
5855.0,-8.971154035347214e-06
5856.0,-8.818659240343675e-06
5857.0,-8.666141782291768e-06
5858.0,-8.513601889700828e-06
5859.0,-8.3610397910802e-06
5860.0,-8.20845571493922e-06
5861.0,-8.055849889787224e-06
5862.0,-7.903222544133551e-06
5863.0,-7.750573906487541e-06
5864.0,-7.5979042053585326e-06
5865.0,-7.445213669255861e-06
5866.0,-7.292502526688862e-06
5867.0,-7.139771006166885e-06
5868.0,-6.987019336199255e-06
5869.0,-6.834247745295321e-06
5870.0,-6.681456461964413e-06
5871.0,-6.528645714715871e-06
5872.0,-6.37581573205904e-06
5873.0,-6.222966742503249e-06
5874.0,-6.070098974557841e-06
5875.0,-5.917212656732153e-06
5876.0,-5.764308017535527e-06
5877.0,-5.611385285477299e-06
5878.0,-5.458444689066802e-06
5879.0,-5.305486456813381e-06
5880.0,-5.152510817226369e-06
5881.0,-4.999517998815109e-06
5882.0,-4.8465082300889364e-06
5883.0,-4.693481739557192e-06
5884.0,-4.5404387557292105e-06
5885.0,-4.387379507114333e-06
5886.0,-4.234304222221895e-06
5887.0,-4.081213129561237e-06
5888.0,-3.928106457641697e-06
5889.0,-3.774984434972615e-06
5890.0,-3.6218472900633233e-06
5891.0,-3.468695251423168e-06
5892.0,-3.3155285475614814e-06
5893.0,-3.1623474069876e-06
5894.0,-3.0091520582108713e-06
5895.0,-2.8559427297406265e-06
5896.0,-2.7027196500862054e-06
5897.0,-2.5494830477569437e-06
5898.0,-2.396233151262183e-06
5899.0,-2.242970189111259e-06
5900.0,-2.0896943898135154e-06
5901.0,-1.936405981878285e-06
5902.0,-1.7831051938149052e-06
5903.0,-1.629792254132719e-06
5904.0,-1.4764673913410622e-06
5905.0,-1.3231308339492737e-06
5906.0,-1.169782810466688e-06
5907.0,-1.0164235494026497e-06
5908.0,-8.630532792664925e-07
5909.0,-7.096722285675554e-07
5910.0,-5.562806258151775e-07
5911.0,-4.0287869951869403e-07
5912.0,-2.494666781874499e-07
5913.0,-9.604479033077784e-08
5914.0,5.7386735541982986e-08
5915.0,2.1082767092149162e-07
5916.0,3.6427778729841553e-07
5917.0,5.177368561634106e-07
5918.0,6.712046490071405e-07
5919.0,8.246809373202708e-07
5920.0,9.781654925934567e-07
5921.0,1.1316580863173634e-06
5922.0,1.285158489982654e-06
5923.0,1.4386664750799878e-06
5924.0,1.5921818131000271e-06
5925.0,1.7457042755334347e-06
5926.0,1.8992336338708715e-06
5927.0,2.052769659602999e-06
5928.0,2.206312124220481e-06
5929.0,2.359860799213976e-06
5930.0,2.513415456074147e-06
5931.0,2.666975866291658e-06
5932.0,2.820541801357168e-06
5933.0,2.9741130327613406e-06
5934.0,3.127689331994836e-06
5935.0,3.281270470548317e-06
5936.0,3.4348562199124447e-06
5937.0,3.5884463515778822e-06
5938.0,3.742040637035289e-06
5939.0,3.8956388477753295e-06
5940.0,4.049240755288663e-06
5941.0,4.202846131065952e-06
5942.0,4.356454746597859e-06
5943.0,4.510066373375047e-06
5944.0,4.663680782888174e-06
5945.0,4.817297746627906e-06
5946.0,4.9709170360849e-06
5947.0,5.124538422749823e-06
5948.0,5.278161678113333e-06
5949.0,5.431786573666094e-06
5950.0,5.5854128808987655e-06
5951.0,5.739040371302012e-06
5952.0,5.8926688163664916e-06
5953.0,6.046297987582869e-06
5954.0,6.1999276564418065e-06
5955.0,6.353557594433964e-06
5956.0,6.483289582935567e-06
5957.0,6.380859229514094e-06
5958.0,6.3808695942199785e-06
5959.0,6.3808695942199785e-06
5960.0,6.3808695942199785e-06
5961.0,6.3808695942199785e-06
5962.0,6.3808695942199785e-06
5963.0,6.3808695942199785e-06
5964.0,6.3808695942199785e-06
5965.0,6.3808695942199785e-06
5966.0,6.3808695942199785e-06
5967.0,6.3808695942199785e-06
5968.0,6.3808695942199785e-06
5969.0,6.3808695942199785e-06
5970.0,6.3808695942199785e-06
5971.0,6.3808695942199785e-06
5972.0,6.3808695942199785e-06
5973.0,6.3808695942199785e-06
5974.0,6.3808695942199785e-06
5975.0,6.3808695942199785e-06
5976.0,6.3808695942199785e-06
5977.0,6.3808695942199785e-06
5978.0,6.3808695942199785e-06
5979.0,6.3808695942199785e-06
5980.0,6.3808695942199785e-06
5981.0,6.3808695942199785e-06
5982.0,6.3808695942199785e-06
5983.0,6.3808695942199785e-06
5984.0,6.3808695942199785e-06
5985.0,6.3808695942199785e-06
5986.0,6.3808695942199785e-06
5987.0,6.3808695942199785e-06
5988.0,6.3808695942199785e-06
5989.0,6.3808695942199785e-06
5990.0,6.3808695942199785e-06
5991.0,6.3808695942199785e-06
5992.0,6.3808695942199785e-06
5993.0,6.3808695942199785e-06
5994.0,6.3808695942199785e-06
5995.0,6.3808695942199785e-06
5996.0,6.3808695942199785e-06
5997.0,6.3808695942199785e-06
5998.0,6.3808695942199785e-06
5999.0,6.3808695942199785e-06
6000.0,6.3808695942199785e-06
6001.0,6.3808695942199785e-06
6002.0,6.3808695942199785e-06
6003.0,6.3808695942199785e-06
6004.0,6.3808695942199785e-06
6005.0,6.3808695942199785e-06
6006.0,6.3808695942199785e-06
6007.0,6.3808695942199785e-06
6008.0,6.3808695942199785e-06
6009.0,6.3808695942199785e-06
6010.0,6.3808695942199785e-06
6011.0,6.3808695942199785e-06
6012.0,6.3808695942199785e-06
6013.0,6.3808695942199785e-06
6014.0,6.3808695942199785e-06
6015.0,6.3808695942199785e-06
6016.0,6.3808695942199785e-06
6017.0,6.3808695942199785e-06
6018.0,6.3808695942199785e-06
6019.0,6.3808695942199785e-06
6020.0,6.3808695942199785e-06
6021.0,6.3808695942199785e-06
6022.0,6.3808695942199785e-06
6023.0,6.3808695942199785e-06
6024.0,6.3808695942199785e-06
6025.0,6.3808695942199785e-06
6026.0,6.3808695942199785e-06
6027.0,6.3808695942199785e-06
6028.0,6.3808695942199785e-06
6029.0,6.3808695942199785e-06
6030.0,6.3808695942199785e-06
6031.0,6.3808695942199785e-06
6032.0,6.3808695942199785e-06
6033.0,6.3808695942199785e-06
6034.0,6.3808695942199785e-06
6035.0,6.3808695942199785e-06
6036.0,6.3808695942199785e-06
6037.0,6.3808695942199785e-06
6038.0,6.3808695942199785e-06
6039.0,6.3808695942199785e-06
6040.0,6.3808695942199785e-06
6041.0,6.3808695942199785e-06
6042.0,6.3808695942199785e-06
6043.0,6.3808695942199785e-06
6044.0,6.3808695942199785e-06
6045.0,6.3808695942199785e-06
6046.0,6.3808695942199785e-06
6047.0,6.3808695942199785e-06
6048.0,6.3808695942199785e-06
6049.0,6.3808695942199785e-06
